...1,Timestamp,Solar,Wetness.Level.1.1,Wetness.Level.2.1,Atmos.Pressure.1,Air.TempC.1,Vapor.Pressure.1,VPD,Wetness.Level.1,Wetness.Level.2,Air.TempC,Vapor.Pressure,Atmos.Pressure
NA,2024-05-12T21:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-12T21:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-12T21:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-12T21:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-12T22:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-12T22:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-12T22:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-12T22:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-12T23:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-12T23:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-12T23:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-12T23:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T00:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T00:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T00:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T01:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T01:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T01:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T01:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T02:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T02:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T02:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T02:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T03:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T03:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T03:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T03:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T04:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T04:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T04:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T04:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T05:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T05:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T05:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T05:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T06:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T06:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T06:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T06:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T07:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T07:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T07:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T07:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T08:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T08:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T08:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T08:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T09:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T09:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T09:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T09:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T10:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T10:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T10:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T10:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T11:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T11:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T11:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T11:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T12:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T12:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T12:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T12:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T13:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T13:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T13:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T13:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T14:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T14:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T14:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T14:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T15:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T15:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T15:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T15:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T16:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T16:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T16:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T16:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T17:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T17:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T17:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T17:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T18:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T18:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T18:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T18:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T19:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T19:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T19:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T19:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T20:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T20:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T20:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T20:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T21:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T21:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T21:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T21:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T22:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T22:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T22:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T22:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T23:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T23:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T23:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-13T23:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T00:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T00:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T00:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T01:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T01:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T01:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T01:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T02:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T02:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T02:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T02:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T03:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T03:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T03:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T03:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T04:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T04:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T04:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T04:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T05:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T05:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T05:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T05:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T06:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T06:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T06:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T06:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T07:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T07:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T07:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T07:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T08:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T08:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T08:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T08:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T09:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T09:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T09:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T09:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T10:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T10:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T10:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T10:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T11:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T11:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T11:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T11:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T12:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T12:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T12:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T12:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T13:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T13:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T13:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T13:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T14:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T14:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T14:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T14:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T15:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T15:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T15:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T15:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T16:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T16:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T16:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T16:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T17:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T17:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T17:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T17:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T18:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T18:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T18:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T18:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T19:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T19:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T19:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T19:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T20:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T20:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T20:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T20:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T21:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T21:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T21:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T21:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T22:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T22:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T22:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T22:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T23:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T23:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T23:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-14T23:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T00:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T00:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T00:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T01:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T01:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T01:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T01:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T02:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T02:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T02:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T02:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T03:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T03:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T03:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T03:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T04:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T04:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T04:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T04:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T05:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T05:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T05:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T05:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T06:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T06:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T06:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T06:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T07:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T07:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T07:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T07:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T08:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T08:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T08:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T08:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T09:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T09:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T09:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T09:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T10:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T10:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T10:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T10:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T11:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T11:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T11:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T11:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T12:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T12:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T12:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T12:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T13:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T13:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T13:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T13:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2024-05-15T14:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
